inst#,actual,predicted,error,prediction
300,10:truck,2:automobile,+,0.621
301,10:truck,9:ship,+,0.511
302,10:truck,10:truck,,0.684
303,10:truck,10:truck,,0.682
304,10:truck,10:truck,,0.684
305,10:truck,2:automobile,+,0.371
306,10:truck,10:truck,,0.682
307,10:truck,10:truck,,0.477
308,10:truck,8:horse,+,0.749
309,10:truck,9:ship,+,0.588
310,10:truck,4:cat,+,0.548
311,10:truck,10:truck,,0.682
312,10:truck,10:truck,,0.682
313,10:truck,9:ship,+,0.511
314,10:truck,10:truck,,0.682
315,10:truck,10:truck,,0.682
316,10:truck,1:airplane,+,0.424
317,10:truck,8:horse,+,0.749
318,10:truck,4:cat,+,0.418
319,10:truck,10:truck,,0.679
320,10:truck,10:truck,,0.684
321,6:dog,6:dog,,0.34
322,6:dog,5:deer,+,0.355
323,6:dog,6:dog,,0.304
324,6:dog,4:cat,+,0.518
325,6:dog,6:dog,,0.38
326,6:dog,2:automobile,+,0.371
327,6:dog,6:dog,,0.332
328,6:dog,6:dog,,0.538
329,6:dog,1:airplane,+,0.524
330,6:dog,6:dog,,0.554
331,6:dog,4:cat,+,0.626
332,6:dog,4:cat,+,0.619
333,6:dog,6:dog,,0.336
334,6:dog,6:dog,,0.553
335,6:dog,6:dog,,0.304
336,6:dog,6:dog,,0.359
337,6:dog,6:dog,,0.359
338,6:dog,3:bird,+,0.468
339,6:dog,5:deer,+,0.355
340,6:dog,6:dog,,0.336
341,6:dog,8:horse,+,0.747
342,6:dog,4:cat,+,0.626
343,6:dog,7:frog,+,0.452
344,6:dog,6:dog,,0.458
345,6:dog,6:dog,,0.553
346,6:dog,6:dog,,0.553
347,6:dog,5:deer,+,0.445
348,6:dog,6:dog,,0.38
349,6:dog,6:dog,,0.332
350,6:dog,4:cat,+,0.496
351,6:dog,6:dog,,0.332
352,6:dog,6:dog,,0.38
353,6:dog,4:cat,+,0.363
354,6:dog,6:dog,,0.38
355,6:dog,2:automobile,+,0.777
356,6:dog,6:dog,,0.553
357,6:dog,6:dog,,0.553
358,6:dog,6:dog,,0.332
359,6:dog,1:airplane,+,0.524
360,6:dog,6:dog,,0.336
361,6:dog,8:horse,+,0.375
362,5:deer,8:horse,+,0.525
363,5:deer,8:horse,+,0.525
364,5:deer,5:deer,,0.355
365,5:deer,5:deer,,0.355
366,5:deer,5:deer,,0.445
367,5:deer,8:horse,+,0.525
368,5:deer,3:bird,+,0.665
369,5:deer,5:deer,,0.355
370,5:deer,4:cat,+,0.508
371,5:deer,2:automobile,+,0.777
372,5:deer,8:horse,+,0.544
373,5:deer,2:automobile,+,0.533
374,5:deer,3:bird,+,0.328
375,5:deer,8:horse,+,0.643
376,5:deer,8:horse,+,0.525
377,5:deer,5:deer,,0.455
378,5:deer,8:horse,+,0.525
379,5:deer,4:cat,+,0.429
380,5:deer,10:truck,+,0.679
381,5:deer,6:dog,+,0.342
382,5:deer,3:bird,+,0.328
383,5:deer,3:bird,+,0.468
384,5:deer,3:bird,+,0.328
385,5:deer,5:deer,,0.455
386,5:deer,5:deer,,0.445
387,5:deer,8:horse,+,0.702
388,5:deer,6:dog,+,0.557
389,5:deer,4:cat,+,0.511
390,5:deer,1:airplane,+,0.546
391,5:deer,3:bird,+,0.328
392,5:deer,5:deer,,0.455
393,5:deer,5:deer,,0.455
394,5:deer,9:ship,+,0.571
395,5:deer,5:deer,,0.445
396,5:deer,5:deer,,0.455
397,5:deer,3:bird,+,0.665
398,5:deer,6:dog,+,0.342
399,5:deer,6:dog,+,0.342
400,5:deer,3:bird,+,0.328

